2008,24.31,26.45,26.87,25.69,24.46,23.22,22.81,21.86,21.43,21.23,21.66,22.9
2009,24.71,25.84,26.1,26.07,24.89,23.92,22.98,21.74,21.17,21.21,21.92,23.15
2010,24.75,26.35,26.7,26.04,24.79,23.18,21.22,19.82,19.6,19.92,20.53,22.24
2011,24.66,26.29,25.93,25.45,24.52,23.49,22.08,20.69,20.1,20.42,21.05,22.04
2012,24.13,26.32,26.66,26.21,25.45,24.39,22.51,21.53,21.31,20.97,21.31,22.4
2013,24.47,25.94,26.07,24.63,23.45,21.65,20.63,20.31,20.28,20.6,21.58,22.83
2014,24.71,25.74,26.26,25.56,25.16,24.32,23.12,22.03,21.47,21.66,22.39,23.36
2015,24.68,25.84,26.69,26.29,25.68,25.13,24.3,22.83,22.96,23.08,23.87,24.86
2016,26.19,27.28,27.53,25.96,25.04,23.7,22.38,21.38,21.18,21.43,22.31,23.57
2017,25.37,27.2,28.06,26.3,24.84,23.41,21.78,-99.99,-99.99,-99.99,-99.99,-99.99
